userid,itemid,timestamp,timeslot,timesegment,num_of_week
2,17,1334361871,120,4,2
2,24,1334365821,121,4,2
2,17,1334365838,121,4,2
2,2,1334383642,126,5,2
2,2,1334427227,138,7,2
2,167,1334433789,140,7,2
2,56,1334437493,141,7,2
2,31,1334437504,141,7,2
2,56,1334446967,143,7,2
2,24,1334446983,143,7,2
2,56,1334452286,145,4,2
2,17,1334459643,147,4,2
2,2,1334467860,149,4,2
2,2,1334509573,161,7,2
2,167,1334514305,162,7,2
2,56,1334516247,162,7,2
2,31,1334516259,162,7,2
2,24,1334516272,162,7,2
2,56,1334525748,165,7,2
2,2,1334598985,17,3,3
2,24,1334600680,18,3,3
2,2,1334604205,19,3,3
2,2,1334681943,40,3,3
2,20,1334683151,41,3,3
2,40,1334683186,41,3,3
2,2,1334699233,45,3,3
2,24,1334707893,48,0,3
2,167,1334773333,66,3,3
2,56,1334773345,66,3,3
2,56,1334783989,69,3,3
2,2,1334805629,75,0,3
2,2,1334821342,79,1,3
2,167,1334859228,90,3,3
2,56,1334860126,90,3,3
2,2,1334890585,98,0,3
2,20,1334896038,100,0,3
2,2,1334910182,104,1,3
2,2,1334942012,113,3,3
2,167,1334945762,114,3,3
2,56,1334947348,114,3,3
2,36,1334952505,116,3,3
2,2,1334982004,124,4,3
2,2,1334999906,129,5,3
2,2,1335028926,137,7,3
2,17,1335064212,147,4,3
2,20,1335072589,149,4,3
2,2,1335072608,149,4,3
2,2,1335114076,161,7,3
2,31,1335120833,162,7,3
2,56,1335131343,165,7,3
2,56,1335146996,2,0,3
2,20,1335147007,2,0,3
2,2,1335155274,4,0,3
2,2,1335202291,17,3,4
2,2,1335237479,27,0,4
2,2,1335373932,65,3,4
2,167,1335377638,66,3,4
2,20,1335388868,69,3,4
2,36,1335393432,70,3,4
2,56,1335399929,72,0,4
2,2,1335409678,75,0,4
2,2,1335546125,113,3,4
2,20,1335548636,113,3,4
2,167,1335550411,114,3,4
2,56,1335552113,114,3,4
2,20,1335552125,114,3,4
2,36,1335557218,116,3,4
2,2,1335585771,124,4,4
2,2,1335634139,137,7,4
2,31,1335646968,141,7,4
2,56,1335646980,141,7,4
2,36,1335665413,146,4,4
2,56,1335669032,147,4,4
2,2,1335677347,149,4,4
2,20,1335690445,153,5,4
2,56,1335726130,163,7,4
2,2,1335895777,42,3,5
2,2,1335946764,56,1,5
2,2,1336065648,89,3,5
2,167,1336068715,90,3,5
2,56,1336068956,90,3,5
2,56,1336070596,90,3,5
2,17,1336089667,96,0,5
2,56,1336098612,98,0,5
2,2,1336120968,104,1,5
2,2,1336150894,113,3,5
2,125,1336152389,113,3,5
2,125,1336152405,113,3,5
2,56,1336155096,114,3,5
2,17,1336166460,117,3,5
2,17,1336178195,120,4,5
2,20,1336188737,123,4,5
2,20,1336201955,127,5,5
2,2,1336245221,139,7,5
2,56,1336248805,140,7,5
2,55,1336248877,140,7,5
2,31,1336251532,140,7,5
2,56,1336251549,140,7,5
2,36,1336353671,1,0,5
2,2,1336365086,4,0,5
2,2,1336413177,17,3,6
2,203,1336421742,20,3,6
2,24,1336503116,42,3,6
2,2,1336548336,55,1,6
2,20,1336583852,65,3,6
2,167,1336587338,66,3,6
2,56,1336587356,66,3,6
2,20,1336609016,72,0,6
2,17,1336609022,72,0,6
2,2,1336669776,89,3,6
2,56,1336674316,90,3,6
2,20,1336756718,113,3,6
2,56,1336761816,114,3,6
2,17,1336781278,120,4,6
2,2,1336804224,126,5,6
2,2,1336850388,139,7,6
2,55,1336854196,140,7,6
2,31,1336856533,141,7,6
2,56,1336856544,141,7,6
2,56,1336869935,144,4,6
2,17,1336871519,145,4,6
2,36,1336875176,146,4,6
2,56,1336878824,147,4,6
2,56,1336941004,164,7,6
2,2,1336981069,7,1,6
2,2,1337023529,19,3,7
2,203,1337028155,20,3,7
2,2,1337105230,42,3,7
2,215,1337123589,47,3,7
2,24,1337123713,47,3,7
2,56,1337130159,49,0,7
2,2,1337189104,65,3,7
2,56,1337191884,66,3,7
2,56,1337193760,66,3,7
2,17,1337214333,72,0,7
2,20,1337214486,72,0,7
2,20,1337229550,76,0,7
2,56,1337277963,90,3,7
2,2,1337398666,123,4,7
2,2,1337454078,139,7,7
2,55,1337458774,140,7,7
2,56,1337461428,141,7,7
2,2,1337625988,18,3,8
2,2,1337672460,31,1,8
2,2,1337793007,65,3,8
2,56,1337819360,72,0,8
2,2,1337965432,113,3,8
2,36,1337978261,116,3,8
2,56,1337980728,117,3,8
2,17,1337990180,119,3,8
2,56,1337992684,120,4,8
2,56,1338077729,144,4,8
2,56,1338081026,145,4,8
2,20,1338088565,147,4,8
2,2,1338105521,151,5,8
2,2,1338138774,161,7,8
2,56,1338142731,162,7,8
2,24,1338144677,162,7,8
2,56,1338144688,162,7,8
2,31,1338144698,162,7,8
2,55,1338232239,19,3,9
2,2,1338348736,51,0,9
2,2,1338485370,89,3,9
2,56,1338488692,90,3,9
2,36,1338494889,92,3,9
2,56,1338574712,114,3,9
2,56,1338576145,114,3,9
2,56,1338693291,147,4,9
2,56,1338750059,163,7,9
2,56,1338759282,165,7,9
2,36,1338772830,1,0,9
2,2,1339003431,65,3,10
2,56,1339006486,66,3,10
2,56,1339028955,72,0,10
2,17,1339028967,72,0,10
2,2,1339088502,89,3,10
2,17,1339107201,94,3,10
2,2,1339174918,113,3,10
2,36,1339186005,116,3,10
2,2,1339210542,122,4,10
2,2,1339229011,128,5,10
2,55,1339273251,140,7,10
2,56,1339275643,141,7,10
2,31,1339275656,141,7,10
2,24,1339280664,142,7,10
2,56,1339289153,144,4,10
2,36,1339301517,148,4,10
2,2,1339309805,150,5,10
2,31,1339354641,162,7,10
2,56,1339354664,162,7,10
2,2,1339390972,5,0,10
2,2,1339441450,19,3,11
2,2,1339488747,32,1,11
2,2,1339526376,42,3,11
2,24,1339558416,51,0,11
2,24,1339572526,55,1,11
2,24,1339607479,65,3,11
2,2,1339607499,65,3,11
2,167,1339611007,66,3,11
2,56,1339622433,69,3,11
2,20,1339632735,72,0,11
2,2,1339642534,74,0,11
2,2,1339658215,79,1,11
2,2,1339916835,151,5,11
2,2,1339952891,161,7,11
2,2,1339992047,4,0,11
2,2,1340004311,7,1,11
2,2,1340254655,76,0,12
2,2,1340266416,80,1,12
2,2,1340733124,41,3,13
2,2,1340774954,53,0,13
2,2,1340818094,65,3,13
2,55,1341087233,140,7,13
2,24,1341090493,141,7,13
2,17,1341118477,148,4,13
2,55,1341249921,17,3,14
2,31,1341252409,18,3,14
2,2,1341331756,40,3,14
2,55,1341338846,42,3,14
2,2,1341377649,52,0,14
2,55,1341446972,72,0,14
2,56,1341454393,74,0,14
2,31,1341454405,74,0,14
2,2,1341473191,79,1,14
2,203,1341520429,92,3,14
2,24,1341632387,123,4,14
2,55,1341687067,138,7,14
2,24,1341798019,1,0,14
2,24,1341801217,2,0,14
2,2,1341819302,7,1,14
3,3,1333476180,42,3,1
3,19,1333723549,110,2,1
3,13,1333981015,14,2,1
3,83,1334120388,52,0,2
3,98,1334158514,63,3,2
3,139,1334169875,66,3,2
3,9,1334169899,66,3,2
3,21,1334169926,66,3,2
3,157,1334320090,108,2,2
3,1,1334331698,111,3,2
3,36,1334349226,116,3,2
3,246,1334428161,138,7,2
3,15,1334434123,140,7,2
3,59,1334434914,140,7,2
3,19,1334436667,140,7,2
3,24,1334521081,164,7,2
3,63,1334880612,96,0,3
3,97,1334886246,97,0,3
3,77,1336406923,16,3,6
3,3,1336422155,20,3,6
3,77,1336506551,43,3,6
3,77,1336577642,63,3,6
3,13,1336577661,63,3,6
3,77,1336750153,111,3,6
3,97,1336756340,113,3,6
3,77,1337002255,13,2,6
3,13,1337002274,13,2,6
3,77,1337090332,37,2,7
3,13,1337090344,37,2,7
3,84,1337122539,46,3,7
3,13,1337175331,61,2,7
3,13,1337271598,88,3,7
3,13,1337378984,118,3,7
3,21,1337391428,121,4,7
3,13,1337606470,13,2,7
3,21,1337627474,19,3,8
3,67,1337649237,25,0,8
3,13,1337968911,114,3,8
3,139,1337987623,119,3,8
3,38,1337999165,122,4,8
3,95,1338004902,124,4,8
3,13,1338300043,38,2,9
3,77,1338300065,38,2,9
3,13,1338486681,89,3,9
3,77,1338486696,89,3,9
3,7,1338494280,91,3,9
3,13,1338561084,110,2,9
3,77,1338561106,110,2,9
3,149,1338702928,149,4,9
3,13,1338813180,12,2,9
3,77,1338813198,12,2,9
3,40,1338973669,57,1,10
3,9,1341229810,11,2,13
3,77,1341319454,36,2,14
3,63,1341361690,48,0,14
3,38,1341498561,86,2,14
3,77,1341600884,114,3,14
3,186,1341702863,143,7,14
3,203,1342140514,96,0,15
3,63,1342222907,119,3,15
3,77,1342534894,38,2,16
3,77,1343575451,159,7,17
4,4,1333476278,42,3,1
4,15,1333476861,42,3,1
4,98,1333836165,142,7,1
4,26,1333844100,144,4,1
4,9,1334093994,45,3,2
4,226,1334097428,46,3,2
4,15,1334150505,61,2,2
4,15,1334165879,65,3,2
4,167,1334172195,67,3,2
4,15,1334173194,67,3,2
4,15,1334234487,84,2,2
4,167,1334234792,84,2,2
4,167,1334321573,108,2,2
4,15,1334322105,109,2,2
4,98,1334357838,118,3,2
4,15,1334411597,133,6,2
4,167,1334418775,135,7,2
4,15,1334419134,135,7,2
4,15,1334592169,16,3,3
4,31,1334611914,21,3,3
4,167,1334668534,37,2,3
4,15,1334669265,37,2,3
4,15,1334679392,40,3,3
4,26,1334703491,46,3,3
4,98,1334707137,47,3,3
4,15,1334761000,62,2,3
4,15,1334771051,65,3,3
4,15,1334842153,85,2,3
4,115,1334860059,90,3,3
4,4,1334876350,94,3,3
4,26,1334881335,96,0,3
4,167,1334927759,109,2,3
4,15,1334928308,109,2,3
4,4,1334957574,117,3,3
4,26,1335220787,22,3,4
4,15,1335278454,38,2,4
4,15,1335280424,39,3,4
4,15,1335286166,40,3,4
4,33,1335292224,42,3,4
4,15,1335296020,43,3,4
4,28,1335309280,47,3,4
4,115,1335310647,47,3,4
4,4,1335362570,62,2,4
4,4,1335390869,69,3,4
4,4,1335451142,86,2,4
4,15,1335451900,86,2,4
4,4,1335543910,112,3,4
4,15,1335555595,115,3,4
4,26,1335569861,119,3,4
4,4,1335707270,157,6,4
4,15,1335888627,40,3,5
4,167,1335897349,42,3,5
4,59,1335910578,46,3,5
4,26,1335913012,46,3,5
4,15,1336064682,89,3,5
4,9,1336090917,96,0,5
4,26,1336176823,120,4,5
4,98,1336263659,144,4,5
4,26,1336264307,144,4,5
4,282,1336418147,19,3,6
4,15,1336419350,19,3,6
4,15,1336507194,43,3,6
4,167,1336673205,90,3,6
4,15,1336674404,90,3,6
4,20,1336828740,133,6,6
4,15,1336844570,137,7,6
4,9,1336860569,142,7,6
4,26,1336870490,144,4,6
4,20,1336915599,157,6,6
4,20,1337001013,13,2,6
4,15,1337005164,14,2,6
4,15,1337013417,16,3,7
4,15,1337021428,18,3,7
4,4,1337086583,36,2,7
4,20,1337119865,46,3,7
4,98,1337120465,46,3,7
4,98,1337131166,49,0,7
4,20,1337131523,49,0,7
4,15,1337191666,66,3,7
4,15,1337197285,67,3,7
4,4,1337269234,87,3,7
4,15,1337272616,88,3,7
4,19,1337287311,92,3,7
4,4,1337381618,118,3,7
4,4,1337807788,69,3,8
4,4,1337956848,110,2,8
4,15,1337965950,113,3,8
4,20,1338079969,144,4,8
4,4,1338150117,164,7,8
4,4,1338333486,47,3,9
4,15,1338483239,88,3,9
4,167,1338491089,91,3,9
4,15,1338497924,92,3,9
4,4,1338561442,110,2,9
4,15,1338562335,110,2,9
4,20,1338729968,157,6,9
4,4,1338757780,165,7,9
4,15,1338995326,63,3,10
4,15,1339009550,67,3,10
4,4,1339081630,87,3,10
4,15,1339084963,88,3,10
4,4,1339098627,91,3,10
4,134,1339114565,96,0,10
4,98,1339174408,112,3,10
4,4,1339176338,113,3,10
4,100,1339261547,137,7,10
4,156,1339330927,156,6,10
4,15,1339515569,39,3,11
4,4,1339602299,63,3,11
4,15,1339603037,63,3,11
4,33,1339605936,64,3,11
4,4,1340729304,40,3,13
4,4,1340803579,61,2,13
4,15,1340814062,64,3,13
4,4,1341271248,23,3,14
4,15,1341327913,39,3,14
4,115,1341334581,40,3,14
4,15,1341337554,41,3,14
4,4,1341349389,45,3,14
4,4,1342040382,68,3,15
4,15,1342123744,92,3,15
4,4,1342126081,92,3,15
4,15,1342131217,94,3,15
4,4,1342537735,39,3,16
4,15,1342547931,41,3,16
4,4,1342623459,62,2,16
4,15,1342638250,67,3,16
4,15,1343476393,131,6,17
4,4,1343570254,157,6,17
4,15,1343681277,20,3,18
4,230,1344195024,163,7,18
4,15,1344538033,90,3,19
4,4,1344545495,92,3,19
4,9,1344726652,143,7,19
4,4,1345149249,92,3,20
4,4,1345223322,113,3,20
4,15,1345224821,113,3,20
4,49,1350674457,115,3,29
4,4,1350679676,116,3,29
4,13,1351019655,43,3,30
4,51,1351196593,92,3,30
4,4,1352482933,113,3,32
4,1,1354121486,64,3,35
4,13,1354124040,65,3,35
4,309,1354134562,68,3,35
4,13,1354394913,140,7,35
4,13,1354637445,40,3,36
4,4,1354647954,43,3,36
4,33,1354671470,49,0,36
4,13,1354724577,64,3,36
4,20,1354748673,71,3,36
4,4,1354917982,118,3,36
4,230,1355081906,163,7,36
4,4,1355177618,22,3,37
4,98,1355189822,25,0,37
4,20,1355189894,25,0,37
4,4,1355347650,69,3,37
4,4,1355666387,157,6,37
4,4,1355935731,64,3,38
4,4,1356181340,133,6,38
4,4,1356184164,133,6,38
4,4,1356710405,112,3,39
4,13,1356712270,112,3,39
4,21,1357237764,90,3,40
4,4,1357238179,90,3,40
4,24,1357482179,158,6,40
4,4,1357591970,20,3,41
4,13,1357603764,24,0,41
4,9,1357611759,26,0,41
4,4,1357689736,48,0,41
4,13,1357755258,66,3,41
4,13,1357774056,71,3,41
4,20,1357779438,72,0,41
4,4,1357843954,90,3,41
4,13,1357928517,114,3,41
5,2,1333476378,42,3,1
5,100,1333541695,60,2,1
5,15,1333546195,61,2,1
5,2,1333843659,144,4,1
5,186,1334097073,46,3,2
5,17,1334113654,51,0,2
5,2,1334119869,52,0,2
5,15,1334239839,86,2,2
5,2,1334445920,143,7,2
5,15,1334584354,13,2,2
5,2,1334704887,47,3,3
5,2,1334795929,72,0,3
5,15,1334845419,86,2,3
5,2,1334882394,96,0,3
5,15,1334931628,110,2,3
5,2,1335145672,1,0,3
5,15,1335190165,14,2,3
5,36,1335190210,14,2,3
5,2,1335268436,35,2,4
5,15,1335277731,38,2,4
5,5,1335307037,46,3,4
5,2,1335312510,48,0,4
5,15,1335360959,61,2,4
5,15,1335449980,86,2,4
5,43,1335586557,124,4,4
5,2,1335916278,47,3,5
5,43,1335925280,50,0,5
5,15,1336054966,86,2,5
5,15,1336138822,109,2,5
5,148,1336180881,121,4,5
5,15,1336426389,21,3,6
5,15,1336485570,37,2,6
5,2,1336528593,49,0,6
5,15,1336760864,114,3,6
5,230,1336862457,142,7,6
5,15,1337093111,38,2,7
5,2,1337128418,48,0,7
5,43,1337222213,74,0,7
5,15,1337264585,86,2,7
5,15,1337350616,110,2,7
5,15,1337623460,18,3,8
5,43,1337656451,27,0,8
5,15,1337694998,37,2,8
5,43,1337827394,74,0,8
5,280,1338143065,162,7,8
5,2,1338162877,167,7,8
5,2,1338227613,17,3,9
5,31,1338291910,35,2,9
5,43,1338333586,47,3,9
5,15,1338472083,85,2,9
5,2,1338737328,159,7,9
5,53,1338804927,10,1,9
5,43,1338850843,23,3,10
5,2,1339006855,66,3,10
5,2,1339183644,115,3,10
5,2,1339280883,142,7,10
5,203,1339295924,146,4,10
5,2,1339309990,150,5,10
5,43,1339310180,150,5,10
5,2,1339345008,160,7,10
5,43,1339346337,160,7,10
5,2,1339369255,167,7,10
5,15,1339422472,13,2,10
5,43,1339471916,27,0,11
5,15,1339513285,39,3,11
5,2,1339543536,47,3,11
5,2,1339636122,73,0,11
5,15,1339768125,109,2,11
5,53,1340030008,14,2,11
5,2,1347207145,160,7,23
5,2,1347677759,122,4,24
5,15,1350394138,37,2,29
5,15,1350411159,42,3,29
5,2,1351317089,125,4,30
5,9,1352580004,140,7,32
6,5,1333476537,42,3,1
6,9,1334096553,46,3,2
6,17,1334273042,95,3,2
6,165,1334335673,112,3,2
6,17,1334701286,46,3,3
6,109,1334763405,63,3,3
6,67,1334936287,111,3,3
6,280,1335117418,161,7,3
6,203,1336151498,113,3,5
6,9,1336187713,123,4,5
6,30,1336848192,138,7,6
6,145,1338209048,12,2,8
6,56,1338230945,18,3,9
6,98,1338768023,0,0,9
6,127,1338774614,1,0,9
6,33,1339109417,94,3,10
6,67,1339194833,118,3,10
6,109,1341717429,147,4,14
6,16,1342135100,95,3,15
6,4,1342398690,0,0,15
6,48,1342401001,1,0,15
6,203,1343445362,123,4,17
6,63,1344662910,125,4,19
6,227,1344790889,161,7,19
6,33,1345158599,95,3,20
6,4,1347715581,133,6,24
6,215,1349983181,91,3,28
6,203,1350608670,97,0,29
6,9,1350999768,37,2,30
6,19,1350999846,37,2,30
6,59,1351009926,40,3,30
6,19,1351206252,95,3,30
6,109,1351264305,111,3,30
6,17,1351277207,114,3,30
6,215,1351300687,121,4,30
6,215,1351368407,140,7,30
6,149,1351403904,149,4,30
6,9,1351451987,163,7,30
6,215,1352122540,13,2,31
6,26,1352593638,144,4,32
6,94,1352611684,149,4,32
6,215,1352666099,164,7,32
6,215,1353018658,94,3,33
6,30,1353019915,94,3,33
6,215,1353429169,40,3,34
6,98,1353594840,86,2,34
6,125,1353595662,86,2,34
6,28,1353628561,95,3,34
6,38,1353634074,97,0,34
6,5,1353644113,100,0,34
6,5,1353655324,103,1,34
6,215,1353666732,106,1,34
6,28,1353799462,143,7,34
6,215,1353934560,12,2,34
6,122,1354600135,29,0,36
6,215,1354743585,69,3,36
6,215,1354876922,106,1,36
6,215,1354998509,140,7,36
6,215,1355178178,22,3,37
6,215,1355503358,112,3,37
6,145,1355733723,8,1,37
6,98,1357595770,21,3,41
6,9,1358839669,31,1,43
6,67,1359270345,151,5,43
7,6,1333476569,42,3,1
7,44,1333500270,48,0,1
7,77,1333546147,61,2,1
7,9,1333558923,65,3,1
7,217,1333729674,112,3,1
7,69,1333730350,112,3,1
7,3,1333825428,139,7,1
7,12,1333831601,140,7,1
7,39,1333907673,161,7,1
7,44,1333924375,166,7,1
7,77,1333978317,13,2,1
7,115,1333987549,16,3,2
7,77,1333988661,16,3,2
7,39,1334010740,22,3,2
7,44,1334016532,24,0,2
7,44,1334100537,47,3,2
7,77,1334150822,61,2,2
7,77,1334161418,64,3,2
7,39,1334276207,96,0,2
7,44,1334278283,96,0,2
7,77,1334325516,109,2,2
7,33,1334333257,112,3,2
7,49,1334333802,112,3,2
7,77,1334336746,113,3,2
7,77,1334583636,13,2,2
7,49,1334593965,16,3,3
7,39,1334668510,37,2,3
7,77,1334669865,37,2,3
7,77,1334678528,40,3,3
7,5,1334703206,46,3,3
7,39,1334840269,84,2,3
7,77,1334847167,86,2,3
7,77,1334935044,111,3,3
7,44,1335125438,164,7,3
7,39,1335137036,167,7,3
7,77,1335195457,15,3,3
7,44,1335229511,25,0,4
7,39,1335241557,28,0,4
7,180,1335282538,39,3,4
7,77,1335282770,39,3,4
7,209,1335371379,64,3,4
7,77,1335372337,64,3,4
7,77,1335446977,85,2,4
7,77,1335544506,112,3,4
7,77,1336064252,88,3,5
7,63,1336084623,94,3,5
7,39,1336090682,96,0,5
7,44,1336091842,96,0,5
7,77,1336148524,112,3,5
7,44,1336181456,121,4,5
7,77,1336398417,13,2,5
7,77,1336407890,16,3,6
7,97,1336580510,64,3,6
7,44,1336782571,120,4,6
7,77,1337002932,13,2,6
7,77,1337012635,16,3,7
7,77,1337098152,40,3,7
7,77,1337263103,85,2,7
7,33,1337271501,88,3,7
7,77,1337272474,88,3,7
7,39,1337296737,95,3,7
7,3,1337357484,112,3,7
7,44,1337388299,120,4,7
7,63,1337399333,123,4,7
7,39,1337439644,135,7,7
7,24,1337444538,136,7,7
7,77,1337615908,15,3,7
7,44,1337647269,24,0,8
7,77,1337693309,37,2,8
7,33,1337702151,39,3,8
7,33,1337789554,64,3,8
7,77,1337790802,64,3,8
7,44,1337820532,72,0,8
7,77,1337952243,109,2,8
7,77,1337967064,113,3,8
7,77,1338296594,37,2,9
7,39,1338331692,46,3,9
7,77,1338481090,88,3,9
7,77,1338556997,109,2,9
